所在市町村	市町村	市町村よみ	学校名	|名称=	よみ	|よみ=	|所在地=	郵便番号	所在地	|電話番号=				
三沢市	三沢市	みさわし	三川目	三沢市立三川目小学校	みかわめ	みさわしりつみかわめしょうがっこう	〒033-0133 青森県三沢市鹿中二丁目145の459	033-0133	鹿中二丁目145の459	0176-54-2004	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三沢市	三沢市	みさわし	木崎野	三沢市立木崎野小学校	きざきの	みさわしりつきざきのしょうがっこう	〒033-0034 青森県三沢市東町四丁目2	033-0034	東町四丁目2	0176-53-8688	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三沢市	三沢市	みさわし	おおぞら	三沢市立おおぞら小学校	おおぞら	みさわしりつおおぞらしょうがっこう	〒033-0022 青森県三沢市三沢庭構1084の33	033-0022	三沢庭構1084の33	0176-50-8020	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
むつ市	むつ市	むつし	第一田名部	むつ市立第一田名部小学校	だいいちたなぶ	むつしりつだいいちたなぶしょうがっこう	〒035-0031 青森県むつ市柳町二丁目7の1	035-0031	柳町二丁目7の1	0175-22-1236	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
むつ市	むつ市	むつし	第二田名部	むつ市立第二田名部小学校	だいにたなぶ	むつしりつだいにたなぶしょうがっこう	〒035-0071 青森県むつ市小川町一丁目18の10	035-0071	小川町一丁目18の10	0175-22-1450	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
むつ市	むつ市	むつし	第三田名部	むつ市立第三田名部小学校	だいさんたなぶ	むつしりつだいさんたなぶしょうがっこう	〒035-0041 青森県むつ市金曲二丁目11の12	035-0041	金曲二丁目11の12	0175-22-1266	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
むつ市	むつ市	むつし	奥内	むつ市立奥内小学校	おくない	むつしりつおくないしょうがっこう	〒035-0011 青森県むつ市奥内中野40	035-0011	奥内中野40	0175-26-2214	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
むつ市	むつ市	むつし	関根	むつ市立関根小学校	せきね	むつしりつせきねしょうがっこう	〒035-0022 青森県むつ市関根北関根99の2	035-0022	関根北関根99の2	0175-25-2120	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
むつ市	むつ市	むつし	大平	むつ市立大平小学校	おおだいら	むつしりつおおだいらしょうがっこう	〒035-0083 青森県むつ市大平町8の6	035-0083	大平町8の6	0175-24-1291	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
むつ市	むつ市	むつし	大湊	むつ市立大湊小学校	おおみなと	むつしりつおおみなとしょうがっこう	〒035-0086 青森県むつ市大湊上町43の32	035-0086	大湊上町43の32	0175-24-1810	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
むつ市	むつ市	むつし	城ヶ沢	むつ市立城ヶ沢小学校	じょうがさわ	むつしりつじょうがさわしょうがっこう	〒035-0095 青森県むつ市城ヶ沢畑下丁塚1の1	035-0095	城ヶ沢畑下丁塚1の1	0175-24-1107	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
むつ市	むつ市	むつし	苫生	むつ市立苫生小学校	とまぶ	むつしりつとまぶしょうがっこう	〒035-0041 青森県むつ市金曲一丁目5の10	035-0041	金曲一丁目5の10	0175-22-5141	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
むつ市	むつ市	むつし	川内	むつ市立川内小学校	かわうち	むつしりつかわうちしょうがっこう	〒039-5201 青森県むつ市川内町休所5の1	039-5201	川内町休所5の1	0175-42-2241	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
むつ市	むつ市	むつし	大畑	むつ市立大畑小学校	おおはた	むつしりつおおはたしょうがっこう	〒039-4401 青森県むつ市大畑町伊勢堂1	039-4401	大畑町伊勢堂1	0175-34-2237	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
むつ市	むつ市	むつし	二枚橋	むつ市立二枚橋小学校	にまいばし	むつしりつにまいばししょうがっこう	〒039-4401 青森県むつ市大畑町釣屋浜22の72	039-4401	大畑町釣屋浜22の72	0175-34-2338	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
むつ市	むつ市	むつし	正津川	むつ市立正津川小学校	しょうづがわ	むつしりつしょうづがわしょうがっこう	〒039-4402 青森県むつ市大畑町正津川平114の20	039-4402	大畑町正津川平114の20	0175-34-2270	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
むつ市	むつ市	むつし	脇野沢	むつ市立脇野沢小学校	わきのさわ	むつしりつわきのさわしょうがっこう	〒039-5326 青森県むつ市脇野沢桂沢71の1	039-5326	脇野沢桂沢71の1	0175-44-2345	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
つがる市	つがる市	つがるし	向陽	つがる市立向陽小学校	こうよう	つがるしりつこうようしょうがっこう	〒038-3143 青森県つがる市木造日向62の1	038-3143	木造日向62の1	0173-42-2063	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
つがる市	つがる市	つがるし	穂波	つがる市立穂波小学校	ほなみ	つがるしりつほなみしょうがっこう	〒038-3165 青森県つがる市木造菊川喜久野43	038-3165	木造菊川喜久野43	0173-49-2100	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
つがる市	つがる市	つがるし	瑞穂	つがる市立瑞穂小学校	みずほ	つがるしりつみずほしょうがっこう	〒038-3277 青森県つがる市木造大畑座八1	038-3277	木造大畑座八1	0173-49-2511	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
つがる市	つがる市	つがるし	森田	つがる市立森田小学校	もりた	つがるしりつもりたしょうがっこう	〒038-2816 青森県つがる市森田町森田屏風山2の2	038-2816	森田町森田屏風山2の2	0173-26-3001	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
つがる市	つがる市	つがるし	育成	つがる市立育成小学校	いくせい	つがるしりついくせいしょうがっこう	〒038-2811 青森県つがる市森田町上相野明石68	038-2811	森田町上相野明石68	0173-42-2529	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
つがる市	つがる市	つがるし	柏	つがる市立柏小学校	かしわ	つがるしりつかしわしょうがっこう	〒038-3105 青森県つがる市柏広須福島126の2	038-3105	柏広須福島126の2	0173-25-2001	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
つがる市	つがる市	つがるし	稲垣西	つがる市立稲垣西小学校	いながきにし	つがるしりついながきにししょうがっこう	〒037-0108 青森県つがる市稲垣町吉出鴨泊22の1	037-0108	稲垣町吉出鴨泊22の1	0173-46-2009	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
つがる市	つがる市	つがるし	稲垣	つがる市立稲垣小学校	いながき	つがるしりついながきしょうがっこう	〒037-0104 青森県つがる市稲垣町豊川宮藤27	037-0104	稲垣町豊川宮藤27	0173-46-2004	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
つがる市	つがる市	つがるし	牛潟	つがる市立牛潟小学校	うしがた	つがるしりつうしがたしょうがっこう	〒038-3305 青森県つがる市牛潟町大田光66の30	038-3305	牛潟町大田光66の30	0173-56-2039	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
つがる市	つがる市	つがるし	車力	つがる市立車力小学校	しゃりき	つがるしりつしゃりきしょうがっこう	〒038-3303 青森県つがる市車力町屏風山1の270	038-3303	車力町屏風山1の270	0173-56-2004	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
つがる市	つがる市	つがるし	富萢	つがる市立富萢小学校	とみやち	つがるしりつとみやちしょうがっこう	〒038-3301 青森県つがる市富萢町泉川2	038-3301	富萢町泉川2	0173-56-2024	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
平川市	平川市	ひらかわし	金田	平川市立金田小学校	かなた	ひらかわしりつかなたしょうがっこう	〒036-0203 青森県平川市南田中北原120の1	036-0203	南田中北原120の1	0172-57-3010	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
平川市	平川市	ひらかわし	猿賀	平川市立猿賀小学校	さるか	ひらかわしりつさるかしょうがっこう	〒036-0242 青森県平川市猿賀明堂136の2	036-0242	猿賀明堂136の2	0172-57-3020	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
平川市	平川市	ひらかわし	柏木	平川市立柏木小学校	かしわぎ	ひらかわしりつかしわぎしょうがっこう	〒036-0104 青森県平川市柏木町柳田8の2	036-0104	柏木町柳田8の2	0172-44-3047	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
平川市	平川市	ひらかわし	大坊	平川市立大坊小学校	だいぼう	ひらかわしりつだいぼうしょうがっこう	〒036-0145 青森県平川市岩館下り松72の2	036-0145	岩館下り松72の2	0172-44-3128	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
平川市	平川市	ひらかわし	小和森	平川市立小和森小学校	こわもり	ひらかわしりつこわもりしょうがっこう	〒036-0101 青森県平川市大光寺二村井166	036-0101	大光寺二村井166	0172-44-3149	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
平川市	平川市	ひらかわし	松崎	平川市立松崎小学校	まつざき	ひらかわしりつまつざきしょうがっこう	〒036-0162 青森県平川市館山上亀岡5の1	036-0162	館山上亀岡5の1	0172-44-3154	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
平川市	平川市	ひらかわし	竹館	平川市立竹館小学校	たけだて	ひらかわしりつたけだてしょうがっこう	〒036-0141 青森県平川市沖館永田34の3	036-0141	沖館永田34の3	0172-44-3013	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
平川市	平川市	ひらかわし	広船	平川市立広船小学校	ひろふね	ひらかわしりつひろふねしょうがっこう	〒036-0131 青森県平川市広船福田354	036-0131	広船福田354	0172-44-3147	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
平川市	平川市	ひらかわし	葛川	平川市立葛川小学校	くずかわ	ひらかわしりつくずかわしょうがっこう	〒036-0172 青森県平川市葛川家岸13	036-0172	葛川家岸13	0172-55-2414	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
平川市	平川市	ひらかわし	平賀東	平川市立平賀東小学校	ひらかひがし	ひらかわしりつひらかひがししょうがっこう	〒036-0122 青森県平川市尾崎川合69	036-0122	尾崎川合69	0172-44-2628	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
平川市	平川市	ひらかわし	碇ヶ関	平川市立碇ヶ関小学校	いかりがせき	ひらかわしりついかりがせきしょうがっこう	〒038-0101 青森県平川市碇ヶ関三笠山127の23	038-0101	碇ヶ関三笠山127の23	0172-45-2311	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
東津軽郡平内町	平内町	ひらないちょう	小湊	平内町立小湊小学校	こみなと	ひらないちょうりつこみなとしょうがっこう	〒039-3321 青森県東津軽郡平内町小湊後萢15	039-3321	小湊後萢15	017-755-4573	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
東津軽郡平内町	平内町	ひらないちょう	浅所	平内町立浅所小学校	あさどころ	ひらないちょうりつあさどころしょうがっこう	〒039-3311 青森県東津軽郡平内町福館雷電林1の50	039-3311	福館雷電林1の50	017-755-3104	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
東津軽郡平内町	平内町	ひらないちょう	山口	平内町立山口小学校	やまぐち	ひらないちょうりつやまぐちしょうがっこう	〒039-3363 青森県東津軽郡平内町山口小沢20の1	039-3363	山口小沢20の1	017-755-3205	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
東津軽郡平内町	平内町	ひらないちょう	東	平内町立東小学校	ひがし	ひらないちょうりつひがししょうがっこう	〒039-3342 青森県東津軽郡平内町口広水須3の9	039-3342	口広水須3の9	017-756-2352	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
東津軽郡平内町	平内町	ひらないちょう	東田沢	平内町立東田沢小学校	ひがしたざわ	ひらないちょうりつひがしたざわしょうがっこう	〒039-3301 青森県東津軽郡平内町東田沢無沢2の1	039-3301	東田沢無沢2の1	017-759-2101	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
東津軽郡平内町	平内町	ひらないちょう	茂浦	平内町立茂浦小学校	もうら	ひらないちょうりつもうらしょうがっこう	〒039-3381 青森県東津軽郡平内町茂浦向田24の1	039-3381	茂浦向田24の1	017-755-2386	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
東津軽郡今別町	今別町	いまべつちょう	今別	今別町立今別小学校	いまべつ	いまべつちょうりついまべつしょうがっこう	〒030-1502 青森県東津軽郡今別町今別中沢205	030-1502	今別中沢205	0174-35-2107	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
東津軽郡蓬田村	蓬田村	よもぎたそん	蓬田	蓬田村立蓬田小学校	よもぎた	よもぎたそんりつよもぎたしょうがっこう	〒030-1212 青森県東津軽郡蓬田村阿弥陀川汐干198	030-1212	阿弥陀川汐干198	0174-27-2069	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
東津軽郡外ヶ浜町	外ヶ浜町	そとがはまちょう	蟹田	外ヶ浜町立蟹田小学校	かにた	そとがはまちょうりつかにたしょうがっこう	〒030-1303 青森県東津軽郡外ヶ浜町蟹田鰐ヶ渕24の2	030-1303	蟹田鰐ヶ渕24の2	0174-22-2037	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
東津軽郡外ヶ浜町	外ヶ浜町	そとがはまちょう	平舘	外ヶ浜町立平舘小学校	たいらだて	そとがはまちょうりつたいらだてしょうがっこう	〒030-1411 青森県東津軽郡外ヶ浜町平舘根岸小川251	030-1411	平舘根岸小川251	0174-25-2223	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
東津軽郡外ヶ浜町	外ヶ浜町	そとがはまちょう	三厩	外ヶ浜町立三厩小学校	みんまや	そとがはまちょうりつみんまやしょうがっこう	〒030-1736 青森県東津軽郡外ヶ浜町三厩桃ヶ丘1	030-1736	三厩桃ヶ丘1	0174-37-2362	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
西津軽郡鰺ヶ沢町	鰺ヶ沢町	あじがさわちょう	西海	鰺ヶ沢町立西海小学校	さいかい	あじがさわちょうりつさいかいしょうがっこう	〒038-2761 青森県西津軽郡鰺ヶ沢町舞戸町小夜190	038-2761	舞戸町小夜190	0173-72-2066	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
西津軽郡鰺ヶ沢町	鰺ヶ沢町	あじがさわちょう	舞戸	鰺ヶ沢町立舞戸小学校	まいと	あじがさわちょうりつまいとしょうがっこう	〒038-2761 青森県西津軽郡鰺ヶ沢町舞戸町久富27	038-2761	舞戸町久富27	0173-72-2789	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
西津軽郡深浦町	深浦町	ふかうらちょう	深浦	深浦町立深浦小学校	ふかうら	ふかうらちょうりつふかうらしょうがっこう	〒038-2324 青森県西津軽郡深浦町深浦寅平62の6	038-2324	深浦寅平62の6	0173-74-2751	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
西津軽郡深浦町	深浦町	ふかうらちょう	修道	深浦町立修道小学校	しゅうどう	ふかうらちょうりつしゅうどうしょうがっこう	〒038-2503 青森県西津軽郡深浦町関栃沢85の1	038-2503	関栃沢85の1	0173-76-2016	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
西津軽郡深浦町	深浦町	ふかうらちょう	いわさき	深浦町立いわさき小学校	いわさき	ふかうらちょうりついわさきしょうがっこう	〒038-2203 青森県西津軽郡深浦町正道尻小礒13の2	038-2203	正道尻小礒13の2	0173-77-2277	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
中津軽郡西目屋村	西目屋村	にしめやそん	西目屋	西目屋村立西目屋小学校	にしめや	にしめやそんりつにしめやしょうがっこう	〒036-1411 青森県中津軽郡西目屋村田代稲元196	036-1411	田代稲元196	0172-85-2325	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
南津軽郡藤崎町	藤崎町	ふじさきちょう	藤崎	藤崎町立藤崎小学校	ふじさき	ふじさきちょうりつふじさきしょうがっこう	〒038-3802 青森県南津軽郡藤崎町藤崎西村井5の1	038-3802	藤崎西村井5の1	0172-75-3019	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
南津軽郡藤崎町	藤崎町	ふじさきちょう	藤崎中央	藤崎町立藤崎中央小学校	ふじさきちゅうおう	ふじさきちょうりつふじさきちゅうおうしょうがっこう	〒038-3814 青森県南津軽郡藤崎町水沼浅田11	038-3814	水沼浅田11	0172-75-3303	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
南津軽郡藤崎町	藤崎町	ふじさきちょう	常盤	藤崎町立常盤小学校	ときわ	ふじさきちょうりつときわしょうがっこう	〒038-1214 青森県南津軽郡藤崎町常盤三西田23	038-1214	常盤三西田23	0172-65-2219	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
南津軽郡大鰐町	大鰐町	おおわにちょう	大鰐	大鰐町立大鰐小学校	おおわに	おおわにちょうりつおおわにしょうがっこう	〒038-0211 青森県南津軽郡大鰐町大鰐羽黒館54	038-0211	大鰐羽黒館54	0172-48-2167	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
南津軽郡大鰐町	大鰐町	おおわにちょう	大鰐第二	大鰐町立大鰐第二小学校	おおわにだいに	おおわにちょうりつおおわにだいにしょうがっこう	〒038-0232 青森県南津軽郡大鰐町三ツ目内大堰口3の2	038-0232	三ツ目内大堰口3の2	0172-48-2413	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
南津軽郡大鰐町	大鰐町	おおわにちょう	蔵館	大鰐町立蔵館小学校	くらだて	おおわにちょうりつくらだてしょうがっこう	〒038-0212 青森県南津軽郡大鰐町蔵館古館80の1	038-0212	蔵館古館80の1	0172-48-2955	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
南津軽郡大鰐町	大鰐町	おおわにちょう	長峰	大鰐町立長峰小学校	ながみね	おおわにちょうりつながみねしょうがっこう	〒038-0202 青森県南津軽郡大鰐町長峰沢田1	038-0202	長峰沢田1	0172-48-2044	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
南津軽郡田舎館村	田舎館村	いなかだてそん	田舎館	田舎館村立田舎館小学校	いなかだて	いなかだてそんりついなかだてしょうがっこう	〒038-1133 青森県南津軽郡田舎館村大根子牧ヶ袋80	038-1133	大根子牧ヶ袋80	0172-58-2253	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
北津軽郡板柳町	板柳町	いたやなぎちょう	小阿弥	板柳町立小阿弥小学校	こあみ	いたやなぎちょうりつこあみしょうがっこう	〒038-3635 青森県北津軽郡板柳町大俵富永39の2	038-3635	大俵富永39の2	0172-77-2910	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
北津軽郡板柳町	板柳町	いたやなぎちょう	板柳北	板柳町立板柳北小学校	いたやなぎきた	いたやなぎちょうりついたやなぎきたしょうがっこう	〒038-3683 青森県北津軽郡板柳町赤田田川13	038-3683	赤田田川13	0172-73-2344	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
北津軽郡板柳町	板柳町	いたやなぎちょう	板柳南	板柳町立板柳南小学校	いたやなぎみなみ	いたやなぎちょうりついたやなぎみなみしょうがっこう	〒038-3645 青森県北津軽郡板柳町辻岸田75の1	038-3645	辻岸田75の1	0172-73-3309	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
北津軽郡板柳町	板柳町	いたやなぎちょう	板柳東	板柳町立板柳東小学校	いたやなぎひがし	いたやなぎちょうりついたやなぎひがししょうがっこう	〒038-3623 青森県北津軽郡板柳町常海橋稲葉197の21	038-3623	常海橋稲葉197の21	0172-77-2113	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
北津軽郡鶴田町	鶴田町	つるたちょう	鶴田	鶴田町立鶴田小学校	つるた	つるたちょうりつつるたしょうがっこう	〒038-3503 青森県北津軽郡鶴田町鶴田鷹の尾11の2	038-3503	鶴田鷹の尾11の2	0173-22-2021	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
北津軽郡鶴田町	鶴田町	つるたちょう	菖蒲川	鶴田町立菖蒲川小学校	しょうぶがわ	つるたちょうりつしょうぶがわしょうがっこう	〒038-3521 青森県北津軽郡鶴田町菖蒲川一本柳71の1	038-3521	菖蒲川一本柳71の1	0173-22-2775	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
北津軽郡鶴田町	鶴田町	つるたちょう	梅沢	鶴田町立梅沢小学校	うめざわ	つるたちょうりつうめざわしょうがっこう	〒038-3511 青森県北津軽郡鶴田町横萢松倉16の1	038-3511	横萢松倉16の1	0173-28-2047	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
北津軽郡鶴田町	鶴田町	つるたちょう	胡桃館	鶴田町立胡桃館小学校	くるみだて	つるたちょうりつくるみだてしょうがっこう	〒038-3523 青森県北津軽郡鶴田町胡桃館北田171	038-3523	胡桃館北田171	0173-22-3256	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
北津軽郡鶴田町	鶴田町	つるたちょう	富士見	鶴田町立富士見小学校	ふじみ	つるたちょうりつふじみしょうがっこう	〒038-3532 青森県北津軽郡鶴田町野木西鶴見90	038-3532	野木西鶴見90	0173-22-2280	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
北津軽郡鶴田町	鶴田町	つるたちょう	水元中央	鶴田町立水元中央小学校	みずもとちゅうおう	つるたちょうりつみずもとちゅうおうしょうがっこう	〒038-3543 青森県北津軽郡鶴田町妙堂崎杉元75	038-3543	妙堂崎杉元75	0173-22-2462	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
北津軽郡中泊町	中泊町	なかどまりちょう	中里	中泊町立中里小学校	なかさと	なかどまりちょうりつなかさとしょうがっこう	〒037-0305 青森県北津軽郡中泊町中里亀山251の1	037-0305	中里亀山251の1	0173-57-2028	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
北津軽郡中泊町	中泊町	なかどまりちょう	武田	中泊町立武田小学校	たけだ	なかどまりちょうりつたけだしょうがっこう	〒037-0313 青森県北津軽郡中泊町富野千歳305の1	037-0313	富野千歳305の1	0173-57-2109	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
北津軽郡中泊町	中泊町	なかどまりちょう	薄市	中泊町立薄市小学校	うすいち	なかどまりちょうりつうすいちしょうがっこう	〒037-0302 青森県北津軽郡中泊町薄市飛石田野沢187の8	037-0302	薄市飛石田野沢187の8	0173-58-2525	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
北津軽郡中泊町	中泊町	なかどまりちょう	小泊	中泊町立小泊小学校	こどまり	なかどまりちょうりつこどまりしょうがっこう	〒037-0511 青森県北津軽郡中泊町小泊砂山1076の1	037-0511	小泊砂山1076の1	0173-64-2025	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡野辺地町	野辺地町	のへじちょう	野辺地	野辺地町立野辺地小学校	のへじ	のへじちょうりつのへじしょうがっこう	〒039-3118 青森県上北郡野辺地町寺ノ沢42の4	039-3118	寺ノ沢42の4	0175-64-2271	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡野辺地町	野辺地町	のへじちょう	若葉	野辺地町立若葉小学校	わかば	のへじちょうりつわかばしょうがっこう	〒039-3111 青森県上北郡野辺地町石神裏16	039-3111	石神裏16	0175-64-0817	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡野辺地町	野辺地町	のへじちょう	馬門	野辺地町立馬門小学校	まかど	のへじちょうりつまかどしょうがっこう	〒039-3178 青森県上北郡野辺地町家ノ上6の6	039-3178	家ノ上6の6	0175-64-0811	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡七戸町	七戸町	しちのへちょう	七戸	七戸町立七戸小学校	しちのへ	しちのへちょうりつしちのへしょうがっこう	〒039-2526 青森県上北郡七戸町上町野130	039-2526	上町野130	0176-62-2602	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡七戸町	七戸町	しちのへちょう	城南	七戸町立城南小学校	じょうなん	しちのへちょうりつじょうなんしょうがっこう	〒039-2516 青森県上北郡七戸町舘野32の58	039-2516	舘野32の58	0176-62-2910	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡七戸町	七戸町	しちのへちょう	天間東	七戸町立天間東小学校	てんまひがし	しちのへちょうりつてんまひがししょうがっこう	〒039-2752 青森県上北郡七戸町鉢森平181の26	039-2752	鉢森平181の26	0176-68-3114	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡七戸町	七戸町	しちのへちょう	天間西	七戸町立天間西小学校	てんまにし	しちのへちょうりつてんまにししょうがっこう	〒039-2827 青森県上北郡七戸町森ノ上180の1	039-2827	森ノ上180の1	0176-68-2029	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡六戸町	六戸町	ろくのへちょう	六戸	六戸町立六戸小学校	ろくのへ	ろくのへちょうりつろくのへしょうがっこう	〒039-2371 青森県上北郡六戸町犬落瀬明土63	039-2371	犬落瀬明土63	0176-55-2008	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
