|名称=	|よみ=	|所在地=	|電話番号=	|FAX=	|URL=	|備考=					
深谷市立榛沢小学校	ふかやしりつはんざわしょうがっこう	〒369-0223 埼玉県深谷市榛沢802-1	048-585-2715	048-585-6607	http://www.hanzawa-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
深谷市立幡羅小学校	ふかやしりつはたらしょうがっこう	〒366-0042 埼玉県深谷市東方町3-25-1	048-571-0517	048-571-7774	http://www.hatara-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
日高市立高麗川小学校	ひだかしりつこまがわしょうがっこう	〒350-1206 埼玉県日高市南平沢335	042-989-0275	042-985-7740	http://www.hidaka.ed.jp/kmg-es/top.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
日高市立高麗小学校	ひだかしりつこましょうがっこう	〒350-1246 埼玉県日高市梅原5-1	042-989-1014	042-985-7741	http://www.hidaka.ed.jp/kom-es/top.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
日高市立武蔵台小学校	ひだかしりつむさしだいしょうがっこう	〒350-1255 埼玉県日高市武蔵台5-1-1	042-982-2221	042-982-3265	http://www.hidaka.ed.jp/msd-es/top.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
日高市立高萩北小学校	ひだかしりつたかはぎきたしょうがっこう	〒350-1203 埼玉県日高市旭ヶ丘800	042-985-2020	042-985-7196	http://www.hidaka.ed.jp/thk-es/TOP.HTM		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
日高市立高萩小学校	ひだかしりつたかはぎしょうがっこう	〒350-1213 埼玉県日高市高萩800	042-989-2321	042-985-7195	http://www.hidaka.ed.jp/tkh-es/top.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
日高市立高根小学校	ひだかしりつたかねしょうがっこう	〒350-1232 埼玉県日高市中鹿山523-3	042-989-4982	042-985-7199	http://www.hidaka.ed.jp/tkn-es/top.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
深谷市立本郷小学校	ふかやしりつほんごうしょうがっこう	〒369-0213 埼玉県深谷市針ヶ谷506	048-585-4191	048-585-6608	http://www.hongo-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立宝珠花小学校	かすかべしりつほうしゅばなしょうがっこう	〒344-0102 埼玉県春日部市西宝珠花593	048-748-1031	048-748-1833	http://www.hosyubana.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
入間市立宮寺小学校	いるましりつみやでらしょうがっこう	〒358-0014 埼玉県入間市宮寺594-1	04-2934-2014	04-2934-3928	http://www.iruma-stm.ed.jp/users/e-miya-0/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
毛呂山町立泉野小学校	もろやまちょうりついずみのしょうがっこう	〒350-0441 埼玉県入間郡毛呂山町岩井353	049-295-3591	049-295-3592	http://www.k4.dion.ne.jp/~izumino/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
毛呂山町立川角小学校	もろやまちょうりつかわかどしょうがっこう	〒350-0436 埼玉県入間郡毛呂山町川角1271	049-294-1142	049-294-1364	http://www.k4.dion.ne.jp/~kawakado/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
毛呂山町立光山小学校	もろやまちょうりつこうざんしょうがっこう	〒350-0434 埼玉県入間郡毛呂山町市場475	049-294-3032	049-294-3055	http://www.k4.dion.ne.jp/~kousan/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立籠原小学校	くまがやしりつかごはらしょうがっこう	〒360-0841 埼玉県熊谷市新堀1143	048-532-4033	048-530-1249	http://www.kagohara-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立上沖小学校	かすかべしりつかみおきしょうがっこう	〒344-0038 埼玉県春日部市大沼5-44	048-736-3710	048-734-9426	http://www.kamioki.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
深谷市立上柴東小学校	ふかやしりつかみしばひがししょうがっこう	〒366-0051 埼玉県深谷市上柴町東5-9-1	048-573-7435	048-573-7477	http://www.kamishibahigashi-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
深谷市立上柴西小学校	ふかやしりつかみしばにししょうがっこう	〒366-0052 埼玉県深谷市上柴町西5-11-1	048-571-7580	048-571-7120	http://www.kamishibanishi-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立粕壁小学校	かすかべしりつかすかべしょうがっこう	〒344-0062 埼玉県春日部市粕壁東3-2-19	048-754-6321	048-763-9674	http://www.kasukabe.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立川辺小学校	かすかべしりつかわべしょうがっこう	〒344-0115 埼玉県春日部市米島756	048-746-0009	048-746-0057	http://www.kawabe.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
深谷市立川本北小学校	ふかやしりつかわもときたしょうがっこう	〒369-1101 埼玉県深谷市長在家143	048-583-2007	048-583-6616	http://www.kawamotokita-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
深谷市立川本南小学校	ふかやしりつかわもとみなみしょうがっこう	〒369-1105 埼玉県深谷市本田4888	048-583-3019	048-583-6509	http://www.kawamotominami-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立小渕小学校	かすかべしりつこぶちしょうがっこう	〒344-0007 埼玉県春日部市小渕905-1	048-761-7161	048-763-9673	http://www.kobuchi.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立幸松小学校	かすかべしりつこうまつしょうがっこう	〒344-0006 埼玉県春日部市八丁目353-1	048-752-3215	048-763-9677	http://www.komatsu.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立江南北小学校	くまがやしりつこうなんきたしょうがっこう	〒360-0116 埼玉県熊谷市三本359	048-536-1389	048-536-3083	http://www.konankita-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立江南南小学校	くまがやしりつこうなんみなみしょうがっこう	〒360-0103 埼玉県熊谷市小江川1881	048-536-1305	048-536-3084	http://www.konanminami-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
鴻巣市立鴻巣北小学校	こうのすしりつこうのすきたしょうがっこう	〒365-0074 埼玉県鴻巣市神明3-18-10	048-596-5239	048-597-0264	http://www.konosu.ed.jp/kokita-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立青葉小学校	くきしりつあおばしょうがっこう	〒346-0013 埼玉県久喜市青葉1-3-1	0480-22-6121	0480-24-1789	http://www.kuki-city.ed.jp/aoba-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立青毛小学校	くきしりつあおげしょうがっこう	〒346-0011 埼玉県久喜市青毛800	0480-22-2125	0480-24-1773	http://www.kuki-city.ed.jp/aoge-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立江面第一小学校	くきしりつえづらだいいちしょうがっこう	〒346-0024 埼玉県久喜市北青柳40-1	0480-21-0571	0480-24-1787	http://www.kuki-city.ed.jp/ezura1-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立江面第二小学校	くきしりつえづらだいにしょうがっこう	〒346-0027 埼玉県久喜市除堀1380	0480-22-8237	0480-24-1770	http://www.kuki-city.ed.jp/ezura2-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立東鷲宮小学校	くきしりつひがしわしのみやしょうがっこう	〒340-0203 埼玉県久喜市桜田3-10-1	0480-59-3122	0480-59-3120	http://www.kuki-city.ed.jp/higashiwashi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立本町小学校	くきしりつほんちょうしょうがっこう	〒346-0005 埼玉県久喜市本町7-6-1	0480-22-8245	0480-24-1772	http://www.kuki-city.ed.jp/honcho-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立栢間小学校	くきしりつかやましょうがっこう	〒346-0113 埼玉県久喜市菖蒲町下栢間2720	0480-85-1024	0480-85-8274	http://www.kuki-city.ed.jp/kayama-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立清久小学校	くきしりつきよくしょうがっこう	〒346-0037 埼玉県久喜市六万部590	0480-21-0789	0480-24-1771	http://www.kuki-city.ed.jp/kiyoku-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立久喜小学校	くきしりつくきしょうがっこう	〒346-0005 埼玉県久喜市本町2-5-1	0480-21-0054	0480-24-1768	http://www.kuki-city.ed.jp/kuki-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立久喜東小学校	くきしりつくきひがししょうがっこう	〒346-0016 埼玉県久喜市久喜東4-25-20	0480-22-1218	0480-24-1774	http://www.kuki-city.ed.jp/kukihigashi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立久喜北小学校	くきしりつくききたしょうがっこう	〒346-0007 埼玉県久喜市久喜北2-30-1	0480-25-0678	0480-25-0670	http://www.kuki-city.ed.jp/kukikita-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立栗橋小学校	くきしりつくりはししょうがっこう	〒349-1103 埼玉県久喜市栗橋東3-3-1	0480-52-2114	0480-52-2194	http://www.kuki-city.ed.jp/kurihashi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立栗橋西小学校	くきしりつくりはしにししょうがっこう	〒349-1124 埼玉県久喜市佐間266-1	0480-52-0215	0480-52-0425	http://www.kuki-city.ed.jp/kurihashinishi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立栗橋南小学校	くきしりつくりはしみなみしょうがっこう	〒349-1117 埼玉県久喜市南栗橋4-21-1	0480-52-0235	0480-52-0249	http://www.kuki-city.ed.jp/kuriminami-e/website/menu.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立小林小学校	くきしりつおばやししょうがっこう	〒346-0115 埼玉県久喜市菖蒲町小林2197	0480-85-1306	0480-85-8272	http://www.kuki-city.ed.jp/obayashi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立太田小学校	くきしりつおおたしょうがっこう	〒346-0014 埼玉県久喜市吉羽2-16-10	0480-21-0572	0480-24-1769	http://www.kuki-city.ed.jp/ohta-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立桜田小学校	くきしりつさくらだしょうがっこう	〒340-0202 埼玉県久喜市東大輪311	0480-58-1306	0480-58-4332	http://www.kuki-city.ed.jp/sakurada-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立三箇小学校	くきしりつさんがしょうがっこう	〒346-0103 埼玉県久喜市菖蒲町台852-1	0480-85-1309	0480-85-8273	http://www.kuki-city.ed.jp/sanga-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立菖蒲小学校	くきしりつしょうぶしょうがっこう	〒346-0106 埼玉県久喜市菖蒲町菖蒲625	0480-85-1202	0480-85-6440	http://www.kuki-city.ed.jp/shobu-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立菖蒲東小学校	くきしりつしょうぶひがししょうがっこう	〒346-0106 埼玉県久喜市菖蒲町菖蒲427	0480-85-1303	0480-85-8275	http://www.kuki-city.ed.jp/shobuhigashi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立砂原小学校	くきしりつすなはらしょうがっこう	〒340-0218 埼玉県久喜市砂原1-4-1	0480-58-1614	0480-58-1821	http://www.kuki-city.ed.jp/sunahara-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立上内小学校	くきしりつうえうちしょうがっこう	〒340-0211 埼玉県久喜市上内716	0480-58-1611	0480-58-1818	http://www.kuki-city.ed.jp/ueuchi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
久喜市立鷲宮小学校	くきしりつわしのみやしょうがっこう	〒340-0214 埼玉県久喜市葛梅113	0480-58-1006	0480-58-4107	http://www.kuki-city.ed.jp/washinomiya-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立別府小学校	くまがやしりつべっぷしょうがっこう	〒360-0857 埼玉県熊谷市西別府29-1	048-532-6030	048-530-1240	http://www.kumagaya-beppu-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立中条小学校	くまがやしりつちゅうじょうしょうがっこう	〒360-0001 埼玉県熊谷市上中条892-1	048-521-3093	048-521-3179	http://www.kumagaya-chujo-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立熊谷東小学校	くまがやしりつくまがやひがししょうがっこう	〒360-0031 埼玉県熊谷市末広3-4-1	048-521-0017	048-520-2874	http://www.kumagayahigashi-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立星宮小学校	くまがやしりつほしみやしょうがっこう	〒360-0011 埼玉県熊谷市池上733	048-525-4550	048-525-4569	http://www.kumagaya-hoshimiya-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立石原小学校	くまがやしりついしわらしょうがっこう	〒360-0816 埼玉県熊谷市石原3-1-1	048-521-0019	048-520-2875	http://www.kumagaya-ishiwara-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立久下小学校	くまがやしりつくげしょうがっこう	〒360-0026 埼玉県熊谷市久下808	048-521-0781	048-520-2891	http://www.kumagaya-kuge-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立熊谷南小学校	くまがやしりつくまがやみなみしょうがっこう	〒360-0823 埼玉県熊谷市榎町343	048-521-0978	048-520-2892	http://www.kumagayaminami-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立奈良小学校	くまがやしりつならしょうがっこう	〒360-0802 埼玉県熊谷市下奈良561-3	048-521-2322	048-521-2327	http://www.kumagaya-nara-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立成田小学校	くまがやしりつなりたしょうがっこう	〒360-0012 埼玉県熊谷市上之2810-1	048-521-0276	048-520-2890	http://www.kumagaya-narita-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立新堀小学校	くまがやしりつにいぼりしょうがっこう	〒360-0841 埼玉県熊谷市新堀182	048-533-4555	048-530-1241	http://www.kumagaya-niibori-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立熊谷西小学校	くまがやしりつくまがやにししょうがっこう	〒360-0018 埼玉県熊谷市中央1-1	048-521-0016	048-520-2894	http://www.kumagayanishi-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立大幡小学校	くまがやしりつおおはたしょうがっこう	〒360-0804 埼玉県熊谷市代681	048-521-0270	048-520-2795	http://www.kumagaya-oohata-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立桜木小学校	くまがやしりつさくらぎしょうがっこう	〒360-0036 埼玉県熊谷市桜木町2-33-1	048-523-1713	048-520-3176	http://www.kumagaya-sakuragi-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立吉岡小学校	くまがやしりつよしおかしょうがっこう	〒360-0161 埼玉県熊谷市万吉2103	048-536-1308	048-536-7654	http://www.kumagaya-yoshioka-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立妻沼小学校	くまがやしりつめぬましょうがっこう	〒360-0201 埼玉県熊谷市妻沼1492	048-588-0004	048-589-0455	http://www.menuma-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立秦小学校	くまがやしりつはたしょうがっこう	〒360-0222 埼玉県熊谷市葛和田831	048-588-1655	048-589-0457	http://www.menuma-hata-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立小島小学校	くまがやしりつこじましょうがっこう	〒360-0245 埼玉県熊谷市妻沼小島2111	0276-38-1278	0276-38-6661	http://www.menuma-kojima-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立妻沼南小学校	くまがやしりつめぬまみなみしょうがっこう	〒360-0203 埼玉県熊谷市弥藤吾704	048-589-0731	048-589-0733	http://www.menuma-minami-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立長井小学校	くまがやしりつながいしょうがっこう	〒360-0217 埼玉県熊谷市上根358	048-588-1351	048-589-0521	http://www.menuma-nagai-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立男沼小学校	くまがやしりつおぬましょうがっこう	〒360-0241 埼玉県熊谷市妻沼台137-1	048-588-1651	048-589-0452	http://www.menuma-onuma-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立太田小学校	くまがやしりつおおたしょうがっこう	〒360-0233 埼玉県熊谷市八木田5	048-588-0166	048-589-0453	http://www.menuma-oota-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立緑小学校	かすかべしりつみどりしょうがっこう	〒344-0063 埼玉県春日部市緑町5-4-1	048-736-3745	048-734-9425	http://www.midori.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立南桜井小学校	かすかべしりつみなみさくらいしょうがっこう	〒344-0122 埼玉県春日部市下柳3	048-746-0026	048-746-0010	http://www.minamisakurai.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立三尻小学校	くまがやしりつみしりしょうがっこう	〒360-0843 埼玉県熊谷市三ヶ尻2862-1	048-532-3659	048-530-1098	http://www.mishiri-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立宮川小学校	かすかべしりつみやかわしょうがっこう	〒344-0056 埼玉県春日部市新方袋1090	048-754-7600	048-763-9671	http://www.miyakawa.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
志木市立宗岡第二小学校	しきしりつむねおかだいにしょうがっこう	〒353-0001 埼玉県志木市上宗岡3-13-1	048-473-2305	048-473-4804	http://www.mune2syo.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
志木市立宗岡第三小学校	しきしりつむねおかだいさんしょうがっこう	〒353-0003 埼玉県志木市下宗岡1-15-30	048-471-2244	048-473-4825	http://www.mune3syo.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
志木市立宗岡第四小学校	しきしりつむねおかだいよんしょうがっこう	〒353-0001 埼玉県志木市上宗岡1-1-2	048-473-5250	048-473-4966	http://www.mune4syo.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
志木市立宗岡小学校	しきしりつむねおかしょうがっこう	〒353-0002 埼玉県志木市中宗岡3-1-1	048-471-0307	048-473-4831	http://www.munesyo.ed.jp/muneshoHP/framepage.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
ときがわ町立明覚小学校	ときがわちょうりつみょうかくしょうがっこう	〒355-0356 埼玉県比企郡ときがわ町関堀65	0493-65-0373	0493-65-3035	http://www.myoukaku-sho.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立中野小学校	かすかべしりつなかのしょうがっこう	〒344-0114 埼玉県春日部市東中野654	048-746-8271	048-746-8595	http://www.nakano.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
滑川町立福田小学校	なめがわちょうりつふくだしょうがっこう	〒355-0803 埼玉県比企郡滑川町福田1600-1	0493-56-2651	0493-56-2643	http://www.namegawa.ed.jp/fukuda_es/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
滑川町立宮前小学校	なめがわちょうりつみやまえしょうがっこう	〒355-0811 埼玉県比企郡滑川町羽尾4857-1	0493-56-2204	0493-56-2065	http://www.namegawa.ed.jp/miyamae_es/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
滑川町立月の輪小学校	なめがわちょうりつつきのわしょうがっこう	〒355-0815 埼玉県比企郡滑川町月の輪6-15-3	0493-61-2233	0493-61-2234	http://www.namegawa.ed.jp/tsukinowa_es/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
小鹿野町立長若小学校	おがのちょうりつながわかしょうがっこう	〒368-0103 埼玉県秩父郡小鹿野町般若1192	0494-75-0161	0494-75-3003	http://www.ogano.ed.jp/nagasyo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
小鹿野町立両神小学校	おがのちょうりつりょうかみしょうがっこう	〒368-0201 埼玉県秩父郡小鹿野町両神薄2662	0494-79-0006	0494-79-0570	http://www.ogano.ed.jp/ryosyo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
小鹿野町立三田川小学校	おがのちょうりつみたがわしょうがっこう	〒368-0111 埼玉県秩父郡小鹿野町飯田2770	0494-75-0142	0494-72-7013	http://www.ogano.ed.jp/sansyo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
小鹿野町立小鹿野小学校	おがのちょうりつおがのしょうがっこう	〒368-0105 埼玉県秩父郡小鹿野町小鹿野2678	0494-75-0049	0494-75-0947	http://www.ogano.ed.jp/shikasyo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
深谷市立岡部小学校	ふかやしりつおかべしょうがっこう	〒369-0203 埼玉県深谷市普済寺1305	048-585-2023	048-585-6606	http://www.okabe-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
深谷市立岡部西小学校	ふかやしりつおかべにししょうがっこう	〒369-0201 埼玉県深谷市岡2949	048-585-4892	048-585-6609	http://www.okabenishi-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
桶川市立朝日小学校	おけがわしりつあさひしょうがっこう	〒363-0023 埼玉県桶川市朝日2-18-1	048-771-3775	048-775-4132	http://www.okegawaasahi-es.ed.jp/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
桶川市立桶川小学校	おけがわしりつおけがわしょうがっこう	〒363-0017 埼玉県桶川市西1-4-27	048-771-1259	048-775-3841	http://www.okegawa-es.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
桶川市立日出谷小学校	おけがわしりつひでやしょうがっこう	〒363-0026 埼玉県桶川市上日出谷885	048-786-2880	048-786-5444	http://www.okegawahideya-es.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
桶川市立桶川東小学校	おけがわしりつおけがわひがししょうがっこう	〒363-0008 埼玉県桶川市坂田239	048-728-3886	048-728-6718	http://www.okegawahigashi-es.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
桶川市立加納小学校	おけがわしりつかのうしょうがっこう	〒363-0008 埼玉県桶川市坂田883	048-728-3533	048-728-6004	http://www.okegawakanou-es.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
桶川市立川田谷小学校	おけがわしりつかわたやしょうがっこう	〒363-0027 埼玉県桶川市川田谷4213	048-786-1335	048-786-9303	http://www.okegawakawataya-es.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
桶川市立桶川西小学校	おけがわしりつおけがわにししょうがっこう	〒363-0025 埼玉県桶川市下日出谷836-1	048-786-3760	048-787-3047	http://www.okegawanishi-es.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
