|名称=	|よみ=	|所在地=	|電話番号=	|FAX=	|URL=	|備考=				
加須市立北川辺中学校	かぞしりつきたかわべちゅうがっこう	〒349-1212 埼玉県加須市麦倉3705	0280-62-2402	0280-62-2768	http://www.city.kazo.lg.jp/hp/menu000009100/hpg000009008.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
加須市立大利根中学校	かぞしりつおおとねちゅうがっこう	〒349-1134 埼玉県加須市北下新井1705-1	0480-72-3118	0480-72-3110	http://www.city.kazo.lg.jp/hp/menu000009100/hpg000009009.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
加須市立加須平成中学校	かぞしりつかぞへいせいちゅうがっこう	〒347-0015 埼玉県加須市南大桑1860	0480-67-1221	0480-67-1222	http://www.city.kazo.lg.jp/k-heisei/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
加須市立加須東中学校	かぞしりつかぞひがしちゅうがっこう	〒347-0032 埼玉県加須市花崎1-22-1	0480-65-2206	0480-66-0599	http://www.city.kazo.lg.jp/k-higashi/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
加須市立加須北中学校	かぞしりつかぞきたちゅうがっこう	〒347-0003 埼玉県加須市上樋遣川4128	0480-68-5651	0480-68-5701	http://www.city.kazo.lg.jp/k-kita/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
加須市立加須西中学校	かぞしりつかぞにしちゅうがっこう	〒347-0043 埼玉県加須市馬内1	0480-61-2625	0480-62-0855	http://www.city.kazo.lg.jp/k-nishi/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
加須市立昭和中学校	かぞしりつしょうわちゅうがっこう	〒347-0011 埼玉県加須市北小浜70	0480-61-0300	0480-62-0854	http://www.city.kazo.lg.jp/k-showa/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
鴻巣市立吹上中学校	こうのすしりつふきあげちゅうがっこう	〒369-0121 埼玉県鴻巣市吹上富士見1-6-1	048-548-0051	048-547-1470	http://www.city.konosu.ed.jp/fukiage-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
鴻巣市立吹上北中学校	こうのすしりつふきあげきたちゅうがっこう	〒369-0112 埼玉県鴻巣市鎌塚550	048-548-0081	048-547-1471	http://www.city.konosu.ed.jp/fukiagekita-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
鴻巣市立鴻巣北中学校	こうのすしりつこうのすきたちゅうがっこう	〒365-0062 埼玉県鴻巣市箕田4280	048-596-3428	048-597-0267	http://www.city.konosu.ed.jp/kokita-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
所沢市立上山口中学校	ところざわしりつかみやまぐちちゅうがっこう	〒359-1153 埼玉県所沢市上山口72	04-2928-0300	04-2928-0301	http://www.city.tokorozawa.saitama.jp/shisetu/gakko/chugakko/kamiyamaguchichugakkou/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
新座市立第五中学校	にいざしりつだいごちゅうがっこう	〒352-0034 埼玉県新座市野寺4-8-1	048-478-2010	048-482-0135	http://www.c-niiza.ed.jp/j-daigo/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
新座市立第二中学校	にいざしりつだいにちゅうがっこう	〒352-0011 埼玉県新座市野火止7-17-10	048-477-1212	048-482-0132	http://www.c-niiza.ed.jp/j-daini/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
新座市立第六中学校	にいざしりつだいろくちゅうがっこう	〒352-0023 埼玉県新座市堀ノ内3-11-1	048-478-2764	048-482-0136	http://www.c-niiza.ed.jp/j-dairoku/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
新座市立第三中学校	にいざしりつだいさんちゅうがっこう	〒352-0015 埼玉県新座市池田1-1-1	048-479-4052	048-482-0133	http://www.c-niiza.ed.jp/j-daisan/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
新座市立第四中学校	にいざしりつだいよんちゅうがっこう	〒352-0004 埼玉県新座市大和田4-17-1	048-477-6053	048-482-0134	http://www.c-niiza.ed.jp/j-daiyon/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
新座市立新座中学校	にいざしりつにいざちゅうがっこう	〒352-0011 埼玉県新座市野火止2-4-1	048-478-3668	048-482-0131	http://www.c-niiza.ed.jp/j-niiza/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
春日部市立江戸川中学校	かすかべしりつえどがわちゅうがっこう	〒344-0103 埼玉県春日部市上吉妻1	048-748-1020	048-748-1282	http://www.edogawachu.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
三郷市立彦糸中学校	みさとしりつひこいとちゅうがっこう	〒341-0003 埼玉県三郷市彦成3-14-4	048-957-1215	048-959-5579	http://www.edu.city.misato.lg.jp/hikoitochu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
三郷市立彦成中学校	みさとしりつひこなりちゅうがっこう	〒341-0003 埼玉県三郷市彦成4-1-19	048-957-1201	048-959-5583	http://www.edu.city.misato.lg.jp/hikonarichu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
三郷市立北中学校	みさとしりつきたちゅうがっこう	〒341-0054 埼玉県三郷市泉267-1	048-952-5281	048-952-4261	http://www.edu.city.misato.lg.jp/kitachu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
三郷市立前川中学校	みさとしりつまえかわちゅうがっこう	〒341-0043 埼玉県三郷市栄5-141	048-953-4401	048-952-4265	http://www.edu.city.misato.lg.jp/maekawachu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
三郷市立南中学校	みさとしりつみなみちゅうがっこう	〒341-0035 埼玉県三郷市鷹野3-356	048-955-0550	048-956-5804	http://www.edu.city.misato.lg.jp/minamichu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
三郷市立瑞穂中学校	みさとしりつみずほちゅうがっこう	〒341-0022 埼玉県三郷市大広戸1001	048-957-3355	048-959-5578	http://www.edu.city.misato.lg.jp/mizuhochu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
三郷市立栄中学校	みさとしりつさかえちゅうがっこう	〒341-0043 埼玉県三郷市栄4-325	048-952-1201	048-952-4266	http://www.edu.city.misato.lg.jp/sakaechu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
三郷市立早稲田中学校	みさとしりつわせだちゅうがっこう	〒341-0003 埼玉県三郷市彦成5-56	048-958-1231	048-959-5582	http://www.edu.city.misato.lg.jp/wasedachu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
ふじみ野市立葦原中学校	ふじみのしりつあしはらちゅうがっこう	〒356-0001 埼玉県ふじみ野市川崎310	049-262-5433	049-269-4605	http://www.fujimino.ed.jp/asi/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
ふじみ野市立大井東中学校	ふじみのしりつおおいひがしちゅうがっこう	〒356-0050 埼玉県ふじみ野市ふじみ野3-2-1	049-263-5181	049-263-5182	http://www.fujimino.ed.jp/ejhs/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
ふじみ野市立福岡中学校	ふじみのしりつふくおかちゅうがっこう	〒356-0017 埼玉県ふじみ野市上野台3-3-1	049-261-0142	049-266-3106	http://www.fujimino.ed.jp/fchu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
ふじみ野市立花の木中学校	ふじみのしりつはなのきちゅうがっこう	〒356-0013 埼玉県ふじみ野市中福岡213-1	049-264-5400	049-266-3246	http://www.fujimino.ed.jp/hana/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
ふじみ野市立大井中学校	ふじみのしりつおおいちゅうがっこう	〒356-0052 埼玉県ふじみ野市苗間24-1	049-261-0005	049-261-0691	http://www.fujimino.ed.jp/ojhs/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
ふじみ野市立大井西中学校	ふじみのしりつおおいにしちゅうがっこう	〒356-0054 埼玉県ふじみ野市大井武蔵野408-1	049-264-1030	049-264-1042	http://www.fujimino.ed.jp/wjhs/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
深谷市立藤沢中学校	ふかやしりつふじさわちゅうがっこう	〒366-0811 埼玉県深谷市人見1973	048-571-0742	048-573-0408	http://www.fukaya-fujisawa-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
深谷市立深谷中学校	ふかやしりつふかやちゅうがっこう	〒366-0821 埼玉県深谷市田谷45-2	048-571-0451	048-571-0775	http://www.fukaya-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
深谷市立南中学校	ふかやしりつみなみちゅうがっこう	〒366-0818 埼玉県深谷市萱場320	048-572-8373	048-572-9638	http://www.fukaya-minami-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
深谷市立豊里中学校	ふかやしりつとよさとちゅうがっこう	〒366-0002 埼玉県深谷市下手計525	048-587-2150	048-587-2153	http://www.fukaya-toyosato-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
深谷市立花園中学校	ふかやしりつはなぞのちゅうがっこう	〒369-1246 埼玉県深谷市小前田1980	048-584-0634	048-584-0635	http://www.hanazono-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
深谷市立幡羅中学校	ふかやしりつはたらちゅうがっこう	〒366-0034 埼玉県深谷市常盤町38	048-571-0229	048-571-0328	http://www.hatara-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
日高市立高麗川中学校	ひだかしりつこまがわちゅうがっこう	〒350-1205 埼玉県日高市原宿49	042-989-1158	042-985-7121	http://www.hidaka.ed.jp/kmg-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
日高市立高麗中学校	ひだかしりつこまちゅうがっこう	〒350-1246 埼玉県日高市梅原350	042-989-1017	042-985-7120	http://www.hidaka.ed.jp/kom-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
日高市立武蔵台中学校	ひだかしりつむさしだいちゅうがっこう	〒350-1255 埼玉県日高市武蔵台6-150-1	042-982-3161	042-982-4155	http://www.hidaka.ed.jp/msd-jh/top.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
日高市立高萩北中学校	ひだかしりつたかはぎきたちゅうがっこう	〒350-1203 埼玉県日高市旭ヶ丘181-1	042-985-2112	042-985-7124	http://www.hidaka.ed.jp/thk-jh/top.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
日高市立高萩中学校	ひだかしりつたかはぎちゅうがっこう	〒350-1213 埼玉県日高市高萩792-1	042-989-2146	042-985-7122	http://www.hidaka.ed.jp/tkh-jh/top.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
日高市立高根中学校	ひだかしりつたかねちゅうがっこう	〒350-1227 埼玉県日高市女影1180	042-985-3633	042-985-7123	http://www.hidaka.ed.jp/tkn-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
春日部市立東中学校	かすかべしりつひがし	〒344-0005 埼玉県春日部市樋堀181-1	048-752-2454	048-763-9663	http://www.higashichu.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
春日部市立飯沼中学校	かすかべしりついいぬまちゅうがっこう	〒344-0125 埼玉県春日部市飯沼180	048-746-7321	048-746-7322	http://www.iinumachu.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
埼玉県立伊奈学園中学校	さいたまけんりついながくえんちゅうがっこう	〒362-0813 埼玉県北足立郡伊奈町学園4-1-1	048-729-2882	048-729-0194	http://www.inagakuen.spec.ed.jp/jhs/index-j.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
深谷市立上柴中学校	ふかやしりつかみしばちゅうがっこう	〒366-0052 埼玉県深谷市上柴町西2-23-1	048-573-7438	048-573-1206	http://www.kamishiba-j.ed.jp/~kamishiba-j/htdocs/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
春日部市立春日部中学校	かすかべしりつかすかべ	〒344-0061 埼玉県春日部市粕壁4-4-15	048-761-2253	048-763-9609	http://www.kasukabechu.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
春日部市立葛飾中学校	かすかべしりつかつしかちゅうがっこう	〒344-0123 埼玉県春日部市永沼2250-1	048-746-0002	048-746-5260	http://www.katsushikachu.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
深谷市立川本中学校	ふかやしりつかわもとちゅうがっこう	〒369-1108 埼玉県深谷市田中530	048-583-2014	048-583-3004	http://www.kawamoto-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
熊谷市立江南中学校	くまがやしりつこうなんちゅうがっこう	〒360-0114 埼玉県熊谷市江南中央2-1-1	048-536-1335	048-536-1939	http://www.konan-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
鴻巣市立赤見台中学校	こうのすしりつあかみだいちゅうがっこう	〒365-0064 埼玉県鴻巣市赤見台4-25-1	048-596-6002	048-597-0268	http://www.konosu.ed.jp/akamidai-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
鴻巣市立川里中学校	こうのすしりつかわさとちゅうがっこう	〒365-0004 埼玉県鴻巣市関新田1560-1	048-569-0009	048-569-1735	http://www.konosu.ed.jp/kawasato-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
鴻巣市立鴻巣南中学校	こうのすしりつこうのすみなみちゅうがっこう	〒365-0043 埼玉県鴻巣市原馬室3685	048-542-2861	048-542-1789	http://www.konosu.ed.jp/kominami-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
鴻巣市立鴻巣西中学校	こうのすしりつこうのすにしちゅうがっこう	〒365-0054 埼玉県鴻巣市大間1161	048-542-4261	048-542-3282	http://www.konosu.ed.jp/konishi-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
鴻巣市立鴻巣中学校	こうのすしりつこうのすちゅうがっこう	〒365-0039 埼玉県鴻巣市東2-4-62	048-541-0272	048-542-3263	http://www.konosu.ed.jp/kounosu-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
熊谷市立大里中学校	くまがやしりつおおさとちゅうがっこう	〒360-0133 埼玉県熊谷市中曽根815-1	0493-39-0310	0493-39-0916	http://www.ksky.ne.jp/~teachers/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
久喜市立久喜東中学校	くきしりつくきひがしちゅうがっこう	〒346-0013 埼玉県久喜市青葉3-4-1	0480-22-1213	0480-24-1782	http://www.kuki-city.ed.jp/kukihigashi-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
久喜市立久喜中学校	くきしりつくきちゅうがっこう	〒346-0005 埼玉県久喜市本町4-1-1	0480-21-0162	0480-24-1775	http://www.kuki-city.ed.jp/kuki-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
久喜市立久喜南中学校	くきしりつくきみなみちゅうがっこう	〒346-0029 埼玉県久喜市江面85	0480-21-0544	0480-24-1776	http://www.kuki-city.ed.jp/kukiminami-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
久喜市立栗橋西中学校	くきしりつくりはしにしちゅうがっこう	〒349-1123 埼玉県久喜市間鎌330-1	0480-52-0206	0480-52-3976	http://www.kuki-city.ed.jp/kurihashinishi-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
久喜市立栗橋東中学校	くきしりつくりはしひがしちゅうがっこう	〒349-1104 埼玉県久喜市栗橋1425	0480-52-0436	0480-52-0445	http://www.kuki-city.ed.jp/kurihigashi-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
久喜市立菖蒲中学校	くきしりつしょうぶちゅうがっこう	〒346-0111 埼玉県久喜市菖蒲町上大崎860	0480-85-1201	0480-85-1974	http://www.kuki-city.ed.jp/shobu-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
久喜市立菖蒲南中学校	くきしりつしょうぶみなみちゅうがっこう	〒346-0115 埼玉県久喜市菖蒲町小林110	0480-85-1841	0480-85-8271	http://www.kuki-city.ed.jp/shobuminami-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
久喜市立太東中学校	くきしりつたいとうちゅうがっこう	〒346-0014 埼玉県久喜市吉羽2410	0480-21-2410	0480-24-1778	http://www.kuki-city.ed.jp/taitou-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
久喜市立鷲宮東中学校	くきしりつわしのみやひがしちゅうがっこう	〒340-0201 埼玉県久喜市八甫4-46	0480-58-2023	0480-58-1307	http://www.kuki-city.ed.jp/washihigashi-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
久喜市立鷲宮西中学校	くきしりつわしのみやにしちゅうがっこう	〒340-0211 埼玉県久喜市上内1797	0480-58-9645	0480-58-9662	http://www.kuki-city.ed.jp/washinishi-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
久喜市立鷲宮中学校	くきしりつわしのみやちゅうがっこう	〒340-0217 埼玉県久喜市鷲宮782	0480-58-1004	0480-58-4106	http://www.kuki-city.ed.jp/washinomiya-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
熊谷市立別府中学校	くまがやしりつべっぷちゅうがっこう	〒360-0857 埼玉県熊谷市西別府1817	048-532-6004	048-533-2308	http://www.kumagaya-beppu-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
熊谷市立富士見中学校	くまがやしりつふじみちゅうがっこう	〒360-0018 埼玉県熊谷市中央3-103	048-521-0314	048-521-8432	http://www.kumagaya-fujimi-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
熊谷市立熊谷東中学校	くまがやしりつくまがやひがしちゅうがっこう	〒360-0012 埼玉県熊谷市上之3177	048-521-0066	048-521-8429	http://www.kumagayahigashi-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
熊谷市立奈良中学校	くまがやしりつならちゅうがっこう	〒360-0805 埼玉県熊谷市上奈良1038	048-521-2364	048-521-8431	http://www.kumagaya-nara-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
熊谷市立大幡中学校	くまがやしりつおおはたちゅうがっこう	〒360-0811 埼玉県熊谷市原島834-1	048-521-2660	048-521-8427	http://www.kumagaya-oohata-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
熊谷市立妻沼東中学校	くまがやしりつめぬまひがしちゅうがっこう	〒360-0201 埼玉県熊谷市妻沼430-1	048-588-1352	048-589-0454	http://www.menuma-higashi-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
熊谷市立小島中学校	くまがやしりつこじまちゅうがっこう	〒360-0245 埼玉県熊谷市妻沼小島2111	0276-38-1278	0276-38-6661	http://www.menuma-kojima-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
春日部市立緑中学校	かすかべしりつみどり	〒344-0063 埼玉県春日部市緑町5-9-38	048-737-8447	048-734-9422	http://www.midorichu.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
熊谷市立三尻中学校	くまがやしりつみしりちゅうがっこう	〒360-0843 埼玉県熊谷市三ヶ尻2743	048-532-3657	048-533-2064	http://www.mishiri-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
志木市立宗岡第二中学校	しきしりつむねおかだいにちゅうがっこう	〒353-0003 埼玉県志木市下宗岡4-1-10	048-472-1516	048-474-6619	http://www.mune2chu.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
志木市立宗岡中学校	しきしりつむねおかちゅうがっこう	〒353-0001 埼玉県志木市上宗岡1-8-1	048-471-2241	048-474-6599	http://www.munechu.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
春日部市立中野中学校	かすかべしりつなかの	〒344-0026 埼玉県春日部市武里中野746	048-737-2869	048-734-9417	http://www.nakanochu.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
滑川町立滑川中学校	なめがわちょうりつなめがわちゅうがっこう	〒355-0803 埼玉県比企郡滑川町福田700	0493-56-2239	0493-56-3659	http://www.namegawa.ed.jp/namegawa_jhs/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
熊谷市立大麻生中学校	くまがやしりつおおあそうちゅうがっこう	〒360-0835 埼玉県熊谷市大麻生35-1	048-532-3575	048-533-1503	http://www.oasou-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
小鹿野町立長若中学校	おがのちょうりつながわかちゅうがっこう	〒368-0103 埼玉県秩父郡小鹿野町般若902	0494-75-0162	0494-75-1795	http://www.ogano.ed.jp/nagachu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
小鹿野町立三田川中学校	おがのちょうりつみたがわちゅうがっこう	〒368-0111 埼玉県秩父郡小鹿野町飯田323	0494-75-2220	0494-75-2109	http://www.ogano.ed.jp/sanchu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
小鹿野町立小鹿野中学校	おがのちょうりつおがのちゅうがっこう	〒368-0105 埼玉県秩父郡小鹿野町小鹿野146	0494-75-0009	0494-75-3650	http://www.ogano.ed.jp/shikachu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
深谷市立岡部中学校	ふかやしりつおかべちゅうがっこう	〒369-0217 埼玉県深谷市山河1214	048-585-2623	048-585-6055	http://www.okabe-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
桶川市立桶川中学校	おけがわしりつおけがわちゅうがっこう	〒363-0021 埼玉県桶川市泉1-5-10	048-787-1311	048-787-5047	http://www.okegawa-jh.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
桶川市立加納中学校	おけがわしりつかのうちゅうがっこう	〒363-0001 埼玉県桶川市加納1279	048-728-3061	048-728-6043	http://www.okegawakanou-jh.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
春日部市立大増中学校	かすかべしりつおおまし	〒344-0037 埼玉県春日部市上大増新田140	048-737-5100	048-734-9423	http://www.omashichu.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
春日部市立大沼中学校	かすかべしりつおおぬま	〒344-0038 埼玉県春日部市大沼6-75	048-736-9986	048-734-9420	http://www.onumachu.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
幸手市立東中学校	さってしりつひがしちゅうがっこう	〒340-0145 埼玉県幸手市平須賀2912-3	0480-48-0954	0480-48-0685	http://www.satte-stm.ed.jp/higashi-tyu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
幸手市立西中学校	さってしりつにしちゅうがっこう	〒340-0162 埼玉県幸手市下川崎387	0480-43-4611	0480-43-5290	http://www.satte-stm.ed.jp/nishi-tyu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
幸手市立幸手中学校	さってしりつさってちゅうがっこう	〒340-0111 埼玉県幸手市北1-7-4	0480-42-0203	0480-42-0228	http://www.satte-stm.ed.jp/satte-tyu/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
狭山市立東中学校	さやましりつひがしちゅうがっこう	〒350-1305 埼玉県狭山市入間川1011	04-2959-7248	04-2959-7249	http://www.sayama-stm.ed.jp/h_higasi/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
狭山市立堀兼中学校	さやましりつほりかねちゅうがっこう	〒350-1312 埼玉県狭山市堀兼1237	04-2959-3342	04-2959-3397	http://www.sayama-stm.ed.jp/h_hori/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
狭山市立入間中学校	さやましりついるまちゅうがっこう	〒350-1316 埼玉県狭山市南入曽433	04-2959-7268	04-2959-7269	http://www.sayama-stm.ed.jp/h_iruma/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
