Prefecture,City,District,Name,Population,Capacity,Updated,Notes,Source,LatLng,Color
岩手県,久慈市,久慈市長内町28,サンスポーツ,0,,4月12日 17:00,,岩手県災害対策本部,"40.178413,141.791153",measle_grey
岩手県,久慈市,久慈市長内町28,下長内公民館,0,,4月12日 17:00,,岩手県災害対策本部,,measle_grey
岩手県,久慈市,久慈市長内町28-103-18,プランドール,0,,4月12日 17:00,,岩手県災害対策本部,"40.186581,141.785599",measle_grey
岩手県,久慈市,久慈市長内町28-105-1,久慈市総合運動場,0,,4月12日 17:00,,岩手県災害対策本部,"40.178413,141.791153",measle_grey
岩手県,久慈市,久慈市長内町35-98,諏訪神社,0,,4月12日 17:00,,岩手県災害対策本部,"40.187572,141.798325",measle_grey
岩手県,久慈市,久慈市長内町46地内,小袖地区漁村センター,0,,4月12日 17:00,,岩手県災害対策本部,"40.165619,141.853683",measle_grey
岩手県,久慈市,久慈市門前36-10,久慈東高校,0,,4月12日 17:00,,岩手県災害対策本部,"40.200981,141.763245",measle_grey
岩手県,九戸郡野田村,大字玉川2-62-1,国民宿舎えぼし荘,69,,4月17日 17:00,,,,measle_turquoise
岩手県,九戸郡野田村,大字野田12ー61,野田小学校,50,,4月17日 17:00,,,,measle_turquoise
岩手県,九戸郡野田村,大字野田22-114-13,野田中学校,59,,4月17日 17:00,,,,measle_turquoise
岩手県,九戸郡野田村,大字野田22-138,中平公民館,4,,4月17日 17:00,,,,measle_turquoise
岩手県,九戸郡野田村,大字野田26-27,海蔵院,45,,4月17日 17:00,,,,measle_turquoise
岩手県,九戸郡野田村,大字野田26-62-17,久慈工業高校,38,,4月17日 17:00,,,,measle_turquoise
岩手県,九戸郡野田村,大字野田8-40-126,米田公民館（米田地区集落センター）,17,,4月17日 17:00,,,,measle_turquoise
岩手県,九戸郡野田村,字野田20-14,野田村役場/総合センター,31,,4月17日 17:00,,,,measle_turquoise
岩手県,住田町,住田町世田米字川向96-1,住田町農林会館,1,,4月12日 17:00,,岩手県災害対策本部,"39.141483,141.575089",measle_turquoise
岩手県,八幡平市,八幡平市安比高原,ホテル安比グランド,117,,4月17日 17:00,,岩手県災害対策本部,"40.002032,140.967468",measle_turquoise
岩手県,北上市,北上市和賀町岩崎1-103,東館,3,,4月17日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,北上市,北上市和賀町岩崎1-103,水神温泉湯元東館,29,,4月17日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,北上市,北上市和賀町岩崎新田,入畑温泉瀬目乃湯,18,,4月17日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,北上市,北上市和賀町岩崎新田1-128-2,瀬美温泉,13,,4月17日 17:00,,岩手県災害対策本部,"39.239792,140.956031",measle_turquoise
岩手県,北上市,北上市和賀町岩崎新田2-43-5,水神温泉山照園,12,,4月17日 17:00,,岩手県災害対策本部,"39.242002,140.981921",measle_turquoise
岩手県,北上市,北上市大通2-2-11,北上パークホテル,3,,4月17日 17:00,,岩手県災害対策本部,"39.282096,141.117671",measle_turquoise
岩手県,北上市,北上市大通2-9-8,草のホテル,2,,4月17日 17:00,,岩手県災害対策本部,"39.282804,141.116249",measle_turquoise
岩手県,北上市,北上市山口23-24-5,ふるさと体験館「北上」,30,,4月17日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,北上市,北上市常盤台1-30-20,黒沢尻北地区交流センター,0,,4月17日 17:00,,岩手県災害対策本部,"39.304634,141.120361",measle_grey
岩手県,北上市,北上市幸町1-30,勤労青少年ホーム,0,,4月17日 17:00,,岩手県災害対策本部,"39.285168,141.120743",measle_grey
岩手県,北上市,北上市本石町1-6-20,黒沢尻西地区交流センター,5,,4月17日 17:00,,岩手県災害対策本部,"39.291073,141.113144",measle_turquoise
岩手県,北上市,北上市村崎野111,高甚旅館,1,,4月17日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,北上市,北上市村崎野12-67-6,飯豊地区交流センター,12,,4月17日 17:00,,岩手県災害対策本部,"39.332904,141.099330",measle_turquoise
岩手県,和賀郡西和賀町,湯本温泉,対滝閣,49,,4月17日 17:00,,,,measle_turquoise
岩手県,大槌町,,小国瓦,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大槌町,,波板地区,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大槌町,,赤浜地区,0,,4月12日 17:00,,岩手県災害対策本部,"39.353722,141.929626",measle_grey
岩手県,大槌町,大槌町上町2-16,小鎚神社,22,,4月12日 17:00,,岩手県災害対策本部,"39.358139,141.897110",measle_turquoise
岩手県,大槌町,大槌町上町2丁目,小橋神社,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大槌町,大槌町上町１－８,大念寺,23,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大槌町,大槌町吉里吉里,吉里吉里若葉会,12,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大槌町,大槌町吉里吉里11-25,浪板地区交流センター,54,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大槌町,大槌町吉里吉里1丁目215,吉里吉里中学校,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大槌町,大槌町吉里吉里2-4-1,吉里吉里小学校,127,,4月12日 17:00,,岩手県災害対策本部,"39.371826,141.940491",measle_turquoise
岩手県,大槌町,大槌町吉里吉里29-21-57,らふたぁヒルズ,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大槌町,大槌町吉里吉里32-18-25,三陸園,78,,4月12日 17:00,,岩手県災害対策本部,"39.371998,141.954987",measle_turquoise
岩手県,大槌町,大槌町吉里吉里4-4-7,吉祥寺,60,,4月12日 17:00,,岩手県災害対策本部,"39.373184,141.936554",measle_turquoise
岩手県,大槌町,大槌町大ケ口1-5-5,大ケ口多目的集会所,56,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大槌町,大槌町大槌15-71-1,大槌高校,430,,4月12日 17:00,,岩手県災害対策本部,"39.371544,141.902847",measle_blue
岩手県,大槌町,大槌町大槌6-42,大槌町役場かみよ稲穂館,117,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大槌町,大槌町大槌第10地割39,エノモト,19,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大槌町,大槌町大槌第12地割3-1,千田精密,31,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大槌町,大槌町大町5-2,多機能ケアセンターほっと大町,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大槌町,大槌町大町５番７号,大槌町社会福祉協議会,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大槌町,大槌町大鎚26-24,大徳院,60,,4月12日 17:00,,岩手県災害対策本部,"39.354664,141.887817",measle_turquoise
岩手県,大槌町,大槌町安渡2-11-1,安渡小学校,273,,4月12日 17:00,高齢者多い,岩手県災害対策本部,"39.361687,141.916718",measle_blue
岩手県,大槌町,大槌町安渡2-8-1,大槌稲荷神社,69,,4月12日 17:00,,岩手県災害対策本部,"39.359741,141.917953",measle_turquoise
岩手県,大槌町,大槌町安渡3,惣川高台,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大槌町,大槌町安渡3-18,安渡寺,0,,4月12日 17:00,,岩手県災害対策本部,,measle_grey
岩手県,大槌町,大槌町安渡3-5-2,大安（タクシー）本社,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大槌町,大槌町安渡3-7,古学校,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大槌町,大槌町安渡3-8-4,高森団地,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大槌町,大槌町小槌14-57,あかね会（ケアプラザ大槌）,51,,4月12日 17:00,,岩手県災害対策本部,"39.379471,141.845108",measle_turquoise
岩手県,大槌町,大槌町小鎚13-3-4,小鎚託児所,0,,4月12日 17:00,,岩手県災害対策本部,"39.379627,141.830704",measle_grey
岩手県,大槌町,大槌町小鎚15-50,蕨打直集会所,15,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大槌町,大槌町小鎚20-80,臼澤鹿子踊保存会館伝承館,58,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大槌町,大槌町小鎚23-22,大槌勤労青少年体育センター,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大槌町,大槌町小鎚28-153-25,白石小枕集会所,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大槌町,大槌町小鎚30,寺野弓道場,221,,4月12日 17:00,,岩手県災害対策本部,,measle_blue
岩手県,大槌町,大槌町小鎚32-126,城山公園体育館,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大槌町,大槌町小鎚32-126,大槌中央公民館,267,,4月12日 17:00,,岩手県災害対策本部,,measle_blue
岩手県,大槌町,大槌町小鎚第14地割43-2,わらび学園,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大槌町,大槌町小鎚第16地割18-1,四季の郷,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大槌町,大槌町小鎚第18地割,山岸地区生活改善センター,15,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大槌町,大槌町小鎚第23地割86-4,デイサービスはまぎく,11,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大槌町,大槌町小鎚第6地割17-1,小鎚多目的集会所,14,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大槌町,大槌町新町8-14,大槌病院,0,,4月12日 17:00,うち、看50、医80,岩手県災害対策本部,"39.362980,141.904465",measle_grey
岩手県,大槌町,大槌町桜木町14-9,桜木町保健福祉会館,5,,4月12日 17:00,,岩手県災害対策本部,"39.360207,141.888168",measle_turquoise
岩手県,大槌町,大槌町赤浜,赤浜三丁目個人宅,0,,4月12日 17:00,,岩手県災害対策本部,,measle_grey
岩手県,大槌町,大槌町赤浜1-2-12,赤浜小学校,100,,4月12日 17:00,,岩手県災害対策本部,"39.354691,141.929520",measle_turquoise
岩手県,大槌町,大槌町赤浜1-3-23,三協印刷,0,,4月12日 17:00,,岩手県災害対策本部,"39.355064,141.930466",measle_grey
岩手県,大槌町,大槌町赤浜1-89,岡本造船所,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大槌町,大槌町赤浜1丁目3,常楽院,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大槌町,大槌町赤浜2-2,赤浜八幡宮,23,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大槌町,大槌町赤浜2-3-48,ワークフォロー大槌,0,,4月12日 17:00,,岩手県災害対策本部,,measle_grey
岩手県,大槌町,大槌町赤浜3丁目,赤浜3丁目,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大槌町,大槌町金澤27-57,大槌町役場　金沢支所,49,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大槌町,大槌町金澤29-19,金沢小学校,40,,4月12日 17:00,,岩手県災害対策本部,"39.440464,141.807693",measle_turquoise
岩手県,大槌町,大槌町金澤30-35-2,金沢地区生活改善センター,31,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,,中井公民館,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大船渡市,,合足公民館,16,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,,吉浜住民宅,80,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,,大洞公民館,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大船渡市,,平公民館,7,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,,桜場公民館,10,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,,梅神公民館,54,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,,泊部落個人宅,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大船渡市,三陸町吉浜字上野93-1,吉浜拠点センター,80,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,三陸町吉浜字千歳170-2,千歳（せんざい）部落公民館,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大船渡市,三陸町吉浜字千蔵170-1,仲区公民館,33,,4月12日 17:00,,岩手県災害対策本部,"40.212116,141.780060",measle_turquoise
岩手県,大船渡市,三陸町吉浜字扇洞7,扇洞部落公民館,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大船渡市,三陸町吉浜字扇洞7,濁水住民宅,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大船渡市,三陸町綾里75-2,あやひめホール,74,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,三陸町綾里75-2,大船渡町（北笹崎個人宅）,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大船渡市,三陸町綾里字岩崎136-1,長林寺,0,,4月12日 17:00,,岩手県災害対策本部,"39.050869,141.790405",measle_grey
岩手県,大船渡市,三陸町綾里字砂子沢48,砂小浜改善センター,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大船渡市,三陸町綾里字舘ケ森27-12,小石浜公民館,0,,4月12日 17:00,,岩手県災害対策本部,"39.074261,141.816833",measle_grey
岩手県,大船渡市,三陸町綾里字野形33,野形不動七福会館,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大船渡市,三陸町綾里字黒土田99-1,綾里中学校,0,,4月12日 17:00,,岩手県災害対策本部,,measle_grey
岩手県,大船渡市,三陸町越喜来字仲崎沢185-7,崎浜部落公民館,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大船渡市,三陸町越喜来字小出59-1,夏虫のお湯っこ（三陸特産物生産施設）,23,,4月12日 17:00,,岩手県災害対策本部,"39.136143,141.779831",measle_turquoise
岩手県,大船渡市,三陸町越喜来字泊,泊（地震観測所付近）,0,,4月12日 17:00,,岩手県災害対策本部,"39.109055,141.804474",measle_grey
岩手県,大船渡市,三陸町越喜来字鳥頭160-4,北里大学,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大船渡市,三陸町越喜来町西上甫嶺31,上甫嶺公民館,17,,4月12日 17:00,,岩手県災害対策本部,"39.090649,141.806717",measle_turquoise
岩手県,大船渡市,三陸町越喜来肥の田54-1,南区公民館,28,,4月12日 17:00,,岩手県災害対策本部,"39.116852,141.808655",measle_turquoise
岩手県,大船渡市,吉浜地区,蛸の浦地区（清水住民宅）,163,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,大船渡市三陸町越喜来字杉下138-2,花菱縫製,40,,4月12日 17:00,,岩手県災害対策本部,"39.117290,141.821045",measle_turquoise
岩手県,大船渡市,大船渡市大船渡町上山165-3,明和保育園,0,,4月12日 17:00,,岩手県災害対策本部,"39.064426,141.713821",measle_grey
岩手県,大船渡市,大船渡市大船渡町字下船渡26,下船渡公民館,180,,4月17日 17:00,,岩手県災害対策本部,"39.036640,141.718643",measle_turquoise
岩手県,大船渡市,大船渡市大船渡町字富沢42,富沢二区公民館,10,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,大船渡市大船渡町字山馬越10-1,県立大船渡病院,0,,4月17日 17:00,,岩手県災害対策本部,"39.072708,141.707382",measle_grey
岩手県,大船渡市,大船渡市大船渡町字山馬越68-2,大船渡北小学校,150,,4月17日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,大船渡市大船渡町字永沢94-1,大船渡中学校,267,,4月17日 17:00,,岩手県災害対策本部,"39.053253,141.717773",measle_blue
岩手県,大船渡市,大船渡市大船渡町字猪頭28-10,加茂神社,17,,4月17日 17:00,,岩手県災害対策本部,"39.059032,141.717453",measle_turquoise
岩手県,大船渡市,大船渡市大船渡町字猪頭42,本増寺,0,,4月12日 17:00,,岩手県災害対策本部,"39.055954,141.714905",measle_grey
岩手県,大船渡市,大船渡市大船渡町字笹崎17-5,南笹崎公民館,15,,4月17日 17:00,,岩手県災害対策本部,"39.055462,141.719742",measle_turquoise
岩手県,大船渡市,大船渡市大船渡町字赤沢17-3大船渡合同庁舎,職業安定所,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大船渡市,大船渡市大船渡町赤沢16-4,上山公民館,50,,4月17日 17:00,,岩手県災害対策本部,"39.065228,141.715485",measle_turquoise
岩手県,大船渡市,大船渡市字下平24-1,小規模多機能ホーム「平」,42,,4月17日 17:00,193235001,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,大船渡市明神前10-14,大船渡地区公民館,867,,4月17日 17:00,,岩手県災害対策本部,"39.061977,141.713211",measle_blue
岩手県,大船渡市,大船渡市末崎町字中森22,碁石地区コミュニティーセンター,86,,4月17日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,大船渡市末崎町字中野74-6,中野地域公民館,18,,4月17日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,大船渡市末崎町字大豆沢60-1,碁石公民館,58,,4月17日 17:00,,岩手県災害対策本部,"38.991207,141.735794",measle_turquoise
岩手県,大船渡市,大船渡市末崎町字大豆沢98-2,三十刈公民館,25,,4月17日 17:00,,岩手県災害対策本部,"38.992214,141.734314",measle_turquoise
岩手県,大船渡市,大船渡市末崎町字山岸122,末崎小学校,70,,4月17日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,大船渡市末崎町字峯岸,峰岸地区公民館,32,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,大船渡市末崎町字平林72-13,末崎中学校,150,,4月17日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,大船渡市末崎町字平林81,末崎地区公民館・ふるさとセンター,650,,4月17日 17:00,,岩手県災害対策本部,,measle_blue
岩手県,大船渡市,大船渡市末崎町字神坂26,神坂熊野神社,45,,4月17日 17:00,,岩手県災害対策本部,"39.014042,141.718043",measle_turquoise
岩手県,大船渡市,大船渡市末崎町字細浦150-1,長源寺,45,,4月17日 17:00,,岩手県災害対策本部,"39.017132,141.712860",measle_turquoise
岩手県,大船渡市,大船渡市末崎町字細浦88-2,天理教愛町分協会愛与布教所,82,,4月17日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,大船渡市末崎町字船河原,船河原公民館,3,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,大船渡市猪川町字下権現堂8-11,猪川地区公民館,0,,4月12日 17:00,,岩手県災害対策本部,"39.093090,141.705688",measle_grey
岩手県,大船渡市,大船渡市猪川町字中井沢53,下中井公民館,0,,4月12日 17:00,,岩手県災害対策本部,"39.091019,141.716751",measle_grey
岩手県,大船渡市,大船渡市猪川町字前田5-8,前田公民館,0,,4月12日 17:00,,岩手県災害対策本部,"39.095608,141.705521",measle_grey
岩手県,大船渡市,大船渡市猪川町字前田6-1,合同庁舎(沿岸広域振興局）,0,,4月12日 17:00,,岩手県災害対策本部,"39.095261,141.704620",measle_grey
岩手県,大船渡市,大船渡市猪川町字富岡148,富美岡荘,60,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,大船渡市猪川町字轆轤石23,猪川小学校,31,,4月12日 17:00,,岩手県災害対策本部,"39.093956,141.710938",measle_turquoise
岩手県,大船渡市,大船渡市猪川町字長洞7-1,大船渡高校,0,,4月12日 17:00,,岩手県災害対策本部,"39.094341,141.716675",measle_grey
岩手県,大船渡市,大船渡市盛町字下舘下18-1,リアスホール,240,,4月12日 17:00,,岩手県災害対策本部,"39.077824,141.710175",measle_blue
岩手県,大船渡市,大船渡市盛町字内ノ目4-2,カメリアホール(中央公民館）,32,,4月12日 17:00,,岩手県災害対策本部,"39.085342,141.710693",measle_turquoise
岩手県,大船渡市,大船渡市盛町字宇津野沢15,大船渡市役所,0,,4月12日 17:00,,岩手県災害対策本部,,measle_grey
岩手県,大船渡市,大船渡市盛町字権現堂3-6,吉野町公民館,0,,4月12日 17:00,,岩手県災害対策本部,"39.090542,141.705353",measle_grey
岩手県,大船渡市,大船渡市盛町字沢川30,盛小学校,81,,4月12日 17:00,,岩手県災害対策本部,"39.081909,141.704636",measle_turquoise
岩手県,大船渡市,大船渡市盛町字町3-1,蔵ハウス,12,,4月12日 17:00,,岩手県災害対策本部,"39.086758,141.707718",measle_turquoise
岩手県,大船渡市,大船渡市立根町字上ノ台19-2,立根小学校,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大船渡市,大船渡市立根町字冷清水1-1,大船渡東高校,0,,4月12日 17:00,,岩手県災害対策本部,"39.112534,141.713699",measle_grey
岩手県,大船渡市,大船渡市立根町字宮田33-3,気仙光陵支援学校,0,,4月12日 17:00,,岩手県災害対策本部,"39.100704,141.715302",measle_grey
岩手県,大船渡市,大船渡市立根町字田ノ上30-20,福祉の里センター,70,,4月12日 17:00,,岩手県災害対策本部,"39.101894,141.718384",measle_turquoise
岩手県,大船渡市,大船渡市赤崎町字中井38,赤崎中井公民館,0,,4月12日 17:00,,岩手県災害対策本部,"39.089367,141.718796",measle_grey
岩手県,大船渡市,大船渡市赤崎町字外口86-2,担い手センター,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大船渡市,大船渡市赤崎町字大洞1-1,赤崎町デイサービスセンター・菊田,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大船渡市,大船渡市赤崎町字山口58-1,大船渡市市営住宅,0,,4月12日 17:00,,岩手県災害対策本部,,measle_grey
岩手県,大船渡市,大船渡市赤崎町字山口80-38,赤崎地区公民館・漁村センター,150,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,大船渡市赤崎町字後ノ入49,後ノ入地域公民館,21,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,大船渡市赤崎町字跡浜125-2,旧宿公民館,0,,4月12日 17:00,,岩手県災害対策本部,,measle_grey
岩手県,大船渡市,大船渡市赤崎町字鳥沢10-2,蛸の浦小学校,0,,4月12日 17:00,,岩手県災害対策本部,"39.034748,141.741592",measle_grey
岩手県,大船渡市,大船渡市赤崎町字鳥沢219-5,蛸の浦地区公民館（蛸の浦漁村厚生施設）,250,,4月12日 17:00,,岩手県災害対策本部,,measle_blue
岩手県,大船渡市,大船渡市赤崎町字鳥沢62-2,蛸の浦保育園,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大船渡市,大船渡町字地ノ森,地ノ森二区公民館,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大船渡市,大船渡町字地ノ森26-21,地ノ森一区公民館,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,大船渡市,宮古地区,山口公民館,69,,4月12日 17:00,,岩手県災害対策本部,"39.650269,141.936600",measle_turquoise
岩手県,大船渡市,赤崎町,後浜神社,30,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,赤崎町字佐野,佐野地区公民館,45,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,大船渡市,赤崎町字石橋前地内,沢田公民館,62,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,奥州市,,前沢ふれあいセンター,24,,4月12日 17:00,,岩手県災害対策本部,"39.051777,141.125290",measle_turquoise
岩手県,奥州市,奥州市水沢区字聖天85-2,水沢公民館,0,,4月12日 17:00,,岩手県災害対策本部,"39.148083,141.131958",measle_grey
岩手県,奥州市,奥州市江刺区大通り1-8,江刺総合支所,0,,4月12日 17:00,,岩手県災害対策本部,"39.191353,141.173721",measle_grey
岩手県,奥州市,奥州市胆沢区若柳字堰袋８－１,奥州胆沢温泉　すぱおあご,24,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,奥州市,奥州市胆沢区若柳字天沢52-7,焼石クアパークひめかゆ,40,,4月12日 17:00,,岩手県災害対策本部,"39.116052,140.941230",measle_turquoise
岩手県,奥州市,奥州市衣川区日向６０－２ ,サンホテル衣川荘,21,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,宮古市,,堀内集落,13,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,宮古市,,新町公民館,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,宮古市,宮古市,伊藤牧場,13,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,宮古市,宮古市上村2-1-3,磯鶏修導場,0,,4月12日 17:00,,岩手県災害対策本部,,measle_grey
岩手県,宮古市,宮古市上村2-4-1,磯鶏小学校,59,,4月12日 17:00,,岩手県災害対策本部,"39.627556,141.954498",measle_turquoise
岩手県,宮古市,宮古市中里団地,中里団地→31に集約,0,,4月12日 17:00,,岩手県災害対策本部,"39.648312,141.959198",measle_grey
岩手県,宮古市,宮古市中里団地3-7,中里団地集会所,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,宮古市,宮古市五月2-1,宮古消防署,0,,4月12日 17:00,,岩手県災害対策本部,"39.647194,141.947067",measle_grey
岩手県,宮古市,宮古市五月町1-20,宮古地区合同庁舎,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,宮古市,宮古市光岸地6-16,善林寺,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,宮古市,宮古市千徳町5-37,千徳デイサービスセンター,27,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,宮古市,宮古市千鶏地区,千鶏地区,150,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,宮古市,宮古市向町2-34,カノンの国,12,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,宮古市,宮古市向町2-34,介護施設あお空,30,,4月12日 17:00,,岩手県災害対策本部,"39.641674,141.954285",measle_turquoise
岩手県,宮古市,宮古市姉吉地区,姉吉地区,33,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,宮古市,宮古市実田1-7-28,かのん小規模多機能センター,14,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,宮古市,宮古市宮町1-3-5,陸中ビル,0,,4月12日 17:00,,岩手県災害対策本部,"39.639343,141.945007",measle_grey
岩手県,宮古市,宮古市宮町2-1-1,宮古高校,0,,4月12日 17:00,,岩手県災害対策本部,"39.637817,141.947479",measle_grey
岩手県,宮古市,宮古市小山田2-9-20,宮古市社会福祉協議会,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,宮古市,宮古市小山田3-4-5,小山田地区センター,0,,4月12日 17:00,,岩手県災害対策本部,"39.632008,141.940002",measle_grey
岩手県,宮古市,宮古市山口3-6-16,山口団地集会所,60,,4月12日 17:00,,岩手県災害対策本部,"39.647285,141.933228",measle_turquoise
岩手県,宮古市,宮古市山口5-5-10,セルプわかたけ,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,宮古市,宮古市山口5-5-10,介護老人保健施設　桜ヶ丘,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,宮古市,宮古市崎山3-2,崎山小学校,44,,4月12日 17:00,,岩手県災害対策本部,,measle_turquoise
岩手県,宮古市,宮古市崎山5-88,はまゆり学園,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
岩手県,宮古市,宮古市崎山5-88,恵風支援学校,,,4月12日 17:00,,岩手県災害対策本部,,measle_yellow
